Anti-social behaviour: England, South West, Cornwall, Cornwall, North Cornwall, EX238LH, Y52Q39, Bude South, On or near Church Path
Violence and sexual offences: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7PR, Y51Q30, Shildon East, On or near Pedestrian Subway
Violence and sexual offences: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7PR, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4QF, Y51Q30, Aycliffe North, On or near Agnew Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4QF, Y51Q30, Aycliffe North, On or near Agnew Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4QF, Y51Q30, Aycliffe North, On or near Agnew Way
Other theft: England, County Durham, Durham, North East, Sedgefield, DL5 4QF, Y51Q30, Aycliffe North, On or near Agnew Way
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 4RS, Y51Q30, Aycliffe North, On or near Woodham Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4UB, Y51Q30, Aycliffe North, On or near Woodham Gate
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4XD, Y51Q30, Aycliffe North, On or near St Andrews Court
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4XD, Y51Q30, Aycliffe North, On or near St Andrews Court
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4XD, Y51Q30, Aycliffe North, On or near St Andrews Court
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4ZE, Y51Q30, Aycliffe North, On or near Youens Crescent
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4XD, Y51Q30, Aycliffe North, On or near St Andrews Court
Bicycle theft: England, County Durham, Durham, North East, Sedgefield, DL5 4ZD, Y51Q30, Aycliffe North, On or near Annand Way
Other theft: England, County Durham, Durham, North East, Sedgefield, DL5 4ZE, Y51Q30, Aycliffe North, On or near Wakenshaw Drive
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 4XA, Y51Q30, Aycliffe North, On or near Ryder Court
Vehicle crime: England, County Durham, Durham, North East, Sedgefield, DL5 4UD, Y51Q30, Aycliffe North, On or near Chillingham Grove
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7ET, Y51Q30, Shildon East, On or near Meadowfield Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7ET, Y51Q30, Shildon East, On or near Meadowfield Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7HB, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Langdale Place
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DT, Y51Q30, Shildon East, On or near Eskdale Place
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7HQ, Y51Q30, Shildon East, On or near Sports/Recreation Area
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Langdale Place
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DT, Y51Q30, Shildon East, On or near Eskdale Place
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 7DZ, Y51Q30, Shildon East, On or near Silverdale Place
Public order: England, County Durham, Durham, North East, Sedgefield, DL5 7EU, Y51Q30, Shildon East, On or near Stainmore Crescent
Violence and sexual offences: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7HE, Y51Q30, Shildon East, On or near Alston Crescent
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7DZ, Y51Q30, Shildon East, On or near Silverdale Place
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Langdale Place
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7LE, Y51Q30, Shildon East, On or near Greenlee Garth
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7DZ, Y51Q30, Shildon East, On or near Silverdale Place
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7DZ, Y51Q30, Shildon East, On or near Silverdale Place
Violence and sexual offences: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7HQ, Y51Q30, Shildon East, On or near Sports/Recreation Area
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7DZ, Y51Q30, Shildon East, On or near Silverdale Place
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Williamfield Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DY, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7BQ, Y51Q30, Aycliffe West, On or near Rowan Place
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Williamfield Way
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7AX, Y51Q30, Aycliffe West, On or near Oakfield
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Williamfield Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7EL, Y51Q30, Shildon East, On or near Hawkshead Place
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DY, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7BQ, Y51Q30, Aycliffe West, On or near Rowan Place
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7BQ, Y51Q30, Aycliffe West, On or near Rowan Place
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Williamfield Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DY, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DY, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DY, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7EL, Y51Q30, Shildon East, On or near Hawkshead Place
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Williamfield Way
Anti-social behaviour: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DX, Y51Q30, Shildon East, On or near Williamfield Way
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7EL, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DY, Y51Q30, Shildon East, On or near Pedestrian Subway
Criminal damage and arson: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DR, Y51Q30, Aycliffe West, On or near Kirkstone Place
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 7DY, Y51Q30, Shildon East, On or near Pedestrian Subway
Criminal damage and arson: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7AX, Y51Q30, Aycliffe West, On or near Oakfield
Other theft: England, County Durham, Durham, North East, Sedgefield, DL5 7DY, Y51Q30, Shildon East, On or near Pedestrian Subway
Other theft: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7AX, Y51Q30, Aycliffe West, On or near Oakfield
Violence and sexual offences: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7BQ, Y51Q30, Aycliffe West, On or near Rowan Place
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7EL, Y51Q30, Shildon East, On or near Pedestrian Subway
Violence and sexual offences: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7BQ, Y51Q30, Aycliffe West, On or near Rowan Place
Violence and sexual offences: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DR, Y51Q30, Aycliffe West, On or near Kirkstone Place
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7EL, Y51Q30, Shildon East, On or near Pedestrian Subway
Violence and sexual offences: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7DU, Y51Q30, Shildon East, On or near Whinlatter Place
Other crime: England, County Durham, Durham, North East, Darlington, Sedgefield, DL5 7BQ, Y51Q30, Aycliffe West, On or near Rowan Place
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7NU, Y51Q30, Aycliffe West, On or near Brockett Close
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DF, Y51Q30, Aycliffe West, On or near Keld Road
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7DF, Y51Q30, Aycliffe West, On or near Keld Road
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 7NU, Y51Q30, Aycliffe West, On or near Brockett Close
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 7DF, Y51Q30, Aycliffe West, On or near Keld Road
Shoplifting: England, County Durham, Durham, North East, Sedgefield, DL5 7LR, Y51Q30, Shildon East, On or near Merlin Court
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7NQ, Y51Q30, Aycliffe West, On or near Bates Close
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7DF, Y51Q30, Aycliffe West, On or near Keld Road
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 7DF, Y51Q30, Aycliffe West, On or near Keld Road
Other crime: England, County Durham, Durham, North East, Sedgefield, DL5 7LN, Y51Q30, Shildon East, On or near Pedestrian Subway
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4UU, Y51Q30, Aycliffe North, On or near Ida Place
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 4QG, Y51Q30, Aycliffe North, On or near Heatherburn Court
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 4UU, Y51Q30, Aycliffe North, On or near Ida Place
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 4QB, Y51Q30, Aycliffe North, On or near Kings Drive
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 4QB, Y51Q30, Aycliffe North, On or near Kings Drive
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 4SE, Y51Q30, Aycliffe North, On or near Petrol Station
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 4QJ, Y51Q30, Aycliffe North, On or near Well House Ride
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 5PD, Y51Q30, Aycliffe East, On or near Supermarket
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 5DW, Y51Q30, Aycliffe East, On or near Gunn Lane
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 5LZ, Y51Q30, Aycliffe West, On or near Isherwood Close
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 5PD, Y51Q30, Aycliffe East, On or near Supermarket
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 5DL, Y51Q30, Aycliffe East, On or near Van Mildert Road
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 5DL, Y51Q30, Aycliffe East, On or near Van Mildert Road
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 5NU, Y51Q30, Aycliffe East, On or near Lumley Close
Violence and sexual offences: England, County Durham, Durham, North East, Sedgefield, DL5 5NU, Y51Q30, Aycliffe East, On or near Lumley Close
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4DH, Y51Q30, Aycliffe North, On or near Supermarket
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 5QY, Y51Q30, Aycliffe East, On or near Ramsay Place
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 4HR, Y51Q30, Aycliffe North, On or near Defoe Crescent
Anti-social behaviour: England, County Durham, Durham, North East, Sedgefield, DL5 5NP, Y51Q30, Aycliffe North, On or near Shield Walk
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 4AE, Y51Q30, Aycliffe North, On or near Felton Close
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 4HR, Y51Q30, Aycliffe North, On or near Defoe Crescent
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 4JF, Y51Q30, Aycliffe North, On or near Wiseman Walk
Criminal damage and arson: England, County Durham, Durham, North East, Sedgefield, DL5 4JF, Y51Q30, Aycliffe North, On or near Wiseman Walk
Other theft: England, County Durham, Durham, North East, Sedgefield, DL5 4DH, Y51Q30, Aycliffe North, On or near Supermarket
Other theft: England, County Durham, Durham, North East, Sedgefield, DL5 4JW, Y51Q30, Aycliffe North, On or near Lamb Close
Other theft: England, County Durham, Durham, North East, Sedgefield, DL5 4DH, Y51Q30, Aycliffe North, On or near Supermarket
Shoplifting: England, County Durham, Durham, North East, Sedgefield, DL5 4HX, Y51Q30, Aycliffe North, On or near Chapman Close
Shoplifting: England, County Durham, Durham, North East, Sedgefield, DL5 4DH, Y51Q30, Aycliffe North, On or near Supermarket
