Other crime: England, Barking and Dagenham London Boro, Barking, Barking and Dagenham, London, Redbridge London Boro, Redbridge, Ilford South, IG118TG, Y53Q36, Abbey, On or near Cranleigh Gardens
Anti-social behaviour: England, Yorkshire and the Humber, West Yorkshire, Bradford District, Bradford East, BD2 2LQ, Y51Q32, Eccleshill, On or near Acre Close
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231PF, Y51Q32, Micklegate, On or near Millfield Road
Bicycle theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231PF, Y51Q32, Micklegate, On or near Nunthorpe Avenue
Drugs: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231PF, Y51Q32, Micklegate, On or near Millfield Road
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231WF, Y51Q32, Micklegate, On or near Nunthorpe Grove
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231DT, Y51Q32, Micklegate, On or near Nunthorpe Drive
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231NJ, Y51Q32, Micklegate, On or near Scott Street
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231DP, Y51Q32, Micklegate, On or near South Bank Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO241GH, Y51Q32, Micklegate, On or near Scarcroft Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO241AX, Y51Q32, Micklegate, On or near Park Street
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO241BY, Y51Q32, Micklegate, On or near St Aubyn'S Place
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO241AX, Y51Q32, Micklegate, On or near Park Street
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO241BY, Y51Q32, Micklegate, On or near St Aubyn'S Place
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244AT, Y51Q32, Micklegate, On or near Mount Ephraim
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO241DR, Y51Q32, Micklegate, On or near Moorgarth Avenue
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO241FE, Y51Q32, Micklegate, On or near Driffield Terrace
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265DL, Y51Q32, Westfield, On or near Walton Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BA, Y51Q32, Westfield, On or near Barkston Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AX, Y51Q32, Westfield, On or near Hotham Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265DL, Y51Q32, Westfield, On or near Walton Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BA, Y51Q32, Westfield, On or near Barkston Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BA, Y51Q32, Westfield, On or near Barkston Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265DD, Y51Q32, Westfield, On or near Askham Lane
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BA, Y51Q32, Westfield, On or near Barkston Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265DL, Y51Q32, Westfield, On or near Walton Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AF, Y51Q32, Westfield, On or near Chapel Fields Road
Drugs: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265DT, Y51Q32, Westfield, On or near Further/Higher Educational Building
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265DH, Y51Q32, Westfield, On or near Ridgeway
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265DD, Y51Q32, Westfield, On or near Askham Lane
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265DL, Y51Q32, Westfield, On or near Walton Place
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BR, Y51Q32, Acomb, On or near Wetherby Road
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BR, Y51Q32, Acomb, On or near Wetherby Road
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BA, Y51Q32, Westfield, On or near Barkston Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AP, Y51Q32, Westfield, On or near Stuart Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244QF, Y51Q32, Westfield, On or near Kempton Close
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HX, Y51Q32, Westfield, On or near Chesney Fields
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244QE, Y51Q32, Westfield, On or near Windsor Garth
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243LN, Y51Q32, Westfield, On or near Herman Walk
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244QF, Y51Q32, Westfield, On or near Kempton Close
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AL, Y51Q32, Westfield, On or near Kingsway West
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AL, Y51Q32, Westfield, On or near Kingsway West
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244RA, Y51Q32, Westfield, On or near Sandown Close
Drugs: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244QZ, Y51Q32, Westfield, On or near Ashford Place
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HX, Y51Q32, Westfield, On or near Chesney Fields
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AA, Y51Q32, Westfield, On or near Chapel Fields Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BE, Y51Q32, Westfield, On or near Bramham Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BE, Y51Q32, Westfield, On or near Bramham Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BJ, Y51Q32, Westfield, On or near Bramham Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BJ, Y51Q32, Westfield, On or near Bramham Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AH, Y51Q32, Westfield, On or near Barkston Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BE, Y51Q32, Westfield, On or near Bramham Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BE, Y51Q32, Westfield, On or near Bramham Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BJ, Y51Q32, Westfield, On or near Bramham Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AH, Y51Q32, Westfield, On or near Barkston Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BJ, Y51Q32, Westfield, On or near Bramham Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BJ, Y51Q32, Westfield, On or near Bramham Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BJ, Y51Q32, Westfield, On or near Bramham Road
Bicycle theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BE, Y51Q32, Westfield, On or near Bramham Avenue
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AD, Y51Q32, Westfield, On or near Bridle Way
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BE, Y51Q32, Westfield, On or near Bramham Avenue
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BE, Y51Q32, Westfield, On or near Bramham Avenue
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AD, Y51Q32, Westfield, On or near Bramham Grove
Drugs: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AU, Y51Q32, Westfield, On or near Bramham Road
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AU, Y51Q32, Westfield, On or near Bramham Road
Public order: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AH, Y51Q32, Westfield, On or near Barkston Road
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265AB, Y51Q32, Westfield, On or near Branton Place
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265BH, Y51Q32, Westfield, On or near Sanderson Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HW, Y51Q32, Westfield, On or near Westfield Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HW, Y51Q32, Westfield, On or near Westfield Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243ED, Y51Q32, Westfield, On or near Thoresby Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243ED, Y51Q32, Westfield, On or near Thoresby Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HW, Y51Q32, Westfield, On or near Westfield Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HJ, Y51Q32, Westfield, On or near St Josephs Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243ED, Y51Q32, Westfield, On or near Thoresby Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243ED, Y51Q32, Westfield, On or near Thoresby Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HW, Y51Q32, Westfield, On or near Westfield Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HW, Y51Q32, Westfield, On or near Westfield Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HW, Y51Q32, Westfield, On or near Westfield Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243JH, Y51Q32, Westfield, On or near Fir Heath Close
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HW, Y51Q32, Westfield, On or near Westfield Place
