Anti-social behaviour: England, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, Wales, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, On or near High Street
Other theft: England, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, Wales, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, On or near High Street
Anti-social behaviour: Wales, Aberconwy, Conwy - Conwy, Conwy, Wales, LL301PN, W00Q99, Tudno, On or near Queensway
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NG, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NG, W00Q99, Porthyfelin, On or near Stanley Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AU, W00Q99, Tref Caergybi, On or near Holborn Place
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NJ, W00Q99, Tref Caergybi, On or near Garreg Domas
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651SH, W00Q99, Tref Caergybi, On or near Longford Terrace
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651ND, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651ND, W00Q99, Tref Caergybi, On or near Williams Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TS, W00Q99, Tref Caergybi, On or near Lhassa Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, On or near Tower Gardens
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PP, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PP, W00Q99, Porthyfelin, On or near Parking Area
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BN, W00Q99, Kingsland, On or near Cleveland Avenue
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BN, W00Q99, Kingsland, On or near Cleveland Avenue
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652SP, W00Q99, Kingsland, On or near Tyn Pwll Road
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BN, W00Q99, Kingsland, On or near Cleveland Avenue
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BN, W00Q99, Kingsland, On or near Cleveland Avenue
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AP, W00Q99, Kingsland, On or near Cleveland Crescent
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RW, W00Q99, Kingsland, On or near Arthur St East
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652ND, W00Q99, Maeshyfryd, On or near Tan-Yr-Efail
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652SE, W00Q99, Kingsland, On or near Maes Y Brenin
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652SE, W00Q99, Kingsland, On or near Maes Y Brenin
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AP, W00Q99, Kingsland, On or near Cleveland Crescent
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BN, W00Q99, Kingsland, On or near Cleveland Avenue
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AP, W00Q99, Kingsland, On or near Cleveland Crescent
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RU, W00Q99, Kingsland, On or near Arthur Street
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BN, W00Q99, Kingsland, On or near Cleveland Avenue
Public order: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RW, W00Q99, Kingsland, On or near Arthur St East
Vehicle crime: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AP, W00Q99, Kingsland, On or near Cleveland Crescent
Vehicle crime: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652SU, W00Q99, Kingsland, On or near Maes-Y-Delyn
Vehicle crime: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652SE, W00Q99, Kingsland, On or near Maes Y Brenin
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RE, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RE, W00Q99, London Road, On or near Morrison Crescent
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RG, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RG, W00Q99, London Road, On or near A5153
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RG, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RG, W00Q99, London Road, On or near A5153
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, On or near Supermarket
Bicycle theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NY, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NY, W00Q99, London Road, On or near London Road
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NE, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NE, W00Q99, London Road, On or near Cecil Street
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651DX, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651DX, W00Q99, London Road, On or near Supermarket
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RG, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RG, W00Q99, London Road, On or near A5153
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, On or near Supermarket
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652PT, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652PT, W00Q99, London Road, On or near Supermarket
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652PT, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652PT, W00Q99, London Road, On or near Supermarket
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651DX, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651DX, W00Q99, London Road, On or near Supermarket
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NH, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NH, W00Q99, London Road, On or near Gilbert Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NE, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NE, W00Q99, London Road, On or near Cecil Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RG, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652RG, W00Q99, London Road, On or near A5153
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NH, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NH, W00Q99, London Road, On or near Gilbert Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, On or near Supermarket
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NH, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NH, W00Q99, London Road, On or near Gilbert Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NH, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652NH, W00Q99, London Road, On or near Gilbert Street
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BH, W00Q99, Maeshyfryd, On or near Rhos-Y-Gaer Avenue
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652YN, W00Q99, Maeshyfryd, On or near Llys Treseifon
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652YN, W00Q99, Maeshyfryd, On or near Llys Treseifon
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BH, W00Q99, Maeshyfryd, On or near Rhos-Y-Gaer Avenue
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651SR, W00Q99, Maeshyfryd, On or near Maes-Hyfryd Road
Public order: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652YN, W00Q99, Maeshyfryd, On or near Llys Treseifon
Vehicle crime: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NT, W00Q99, Maeshyfryd, On or near Maes Cybi
Vehicle crime: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PB, W00Q99, Maeshyfryd, On or near Garreglwyd Park
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652LG, W00Q99, Maeshyfryd, On or near Treseifion Estate
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BH, W00Q99, Maeshyfryd, On or near Rhos-Y-Gaer Avenue
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PB, W00Q99, Maeshyfryd, On or near Garreglwyd Park
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652LG, W00Q99, Maeshyfryd, On or near Treseifion Estate
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PB, W00Q99, Maeshyfryd, On or near Garreglwyd Park
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, On or near Morawelon Road
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DS, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DS, W00Q99, Morawelon, On or near Ffordd Tudur
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652ED, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652ED, W00Q99, Morawelon, On or near Nimrod Walk
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, On or near Morawelon Road
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DA, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DA, W00Q99, Morawelon, On or near Maes-Yr-Ysgol
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, On or near Morawelon Road
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, On or near Parking Area
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DA, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DA, W00Q99, Morawelon, On or near Maes-Yr-Ysgol
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, On or near Parking Area
Bicycle theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DH, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DH, W00Q99, Morawelon, On or near Parking Area
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DH, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DH, W00Q99, Morawelon, On or near Parking Area
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, On or near Parking Area
Drugs: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652BU, W00Q99, London Road, On or near Parking Area
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, On or near Morawelon Road
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DT, W00Q99, Morawelon, On or near Morawelon Road
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DS, W00Q99, Morawelon, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652DS, W00Q99, Morawelon, On or near Ffordd Tudur
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HP, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HP, W00Q99, Porthyfelin, On or near St Cybi Street
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HR, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HR, W00Q99, Porthyfelin, On or near Newry Street
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651ES, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651ES, W00Q99, Porthyfelin, On or near Maes-Y-Mor
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651EG, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651EG, W00Q99, Porthyfelin, On or near Cross Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HP, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HP, W00Q99, Porthyfelin, On or near St Cybi Street
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HY, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HY, W00Q99, Porthyfelin, On or near Maes-Yr-Haf
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PL, W00Q99, Parc a'r Mynydd, On or near Maes-Y-Dref
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651BD, W00Q99, Porthyfelin, On or near Parking Area
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PL, W00Q99, Parc a'r Mynydd, On or near Maes-Y-Dref
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PP, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PP, W00Q99, Porthyfelin, On or near Summer Hill
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PL, W00Q99, Parc a'r Mynydd, On or near Maes-Y-Dref
Drugs: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PL, W00Q99, Parc a'r Mynydd, On or near Maes-Y-Dref
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651AF, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651AF, W00Q99, Porthyfelin, On or near St David'S Road
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651AF, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651AF, W00Q99, Porthyfelin, On or near St David'S Road
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651AP, W00Q99, Porthyfelin, On or near Garth Road
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651AF, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651AF, W00Q99, Porthyfelin, On or near St David'S Road
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654YR, W00Q99, Llanfaethlu, Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654YR, W00Q99, Llanfaethlu, On or near Parc Llynnon
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654NU, W00Q99, Llanfaethlu, Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654NU, W00Q99, Llanfaethlu, On or near Maes Maethlu
Bicycle theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654PB, W00Q99, Llanfaethlu, Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654PB, W00Q99, Llanfaethlu, On or near Park/Open Space
Burglary: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654YR, W00Q99, Llanfaethlu, Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654YR, W00Q99, Llanfaethlu, On or near Parc Llynnon
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654NU, W00Q99, Llanfaethlu, Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654NU, W00Q99, Llanfaethlu, On or near Maes Maethlu
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654UR, W00Q99, Llanfaethlu, Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654UR, W00Q99, Llanfaethlu, On or near Sports/Recreation Area
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651LP, W00Q99, Parc a'r Mynydd, On or near Maes Y Mynydd
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651YN, W00Q99, Parc a'r Mynydd, On or near Mynydd Y Ddraig
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651YR, W00Q99, Parc a'r Mynydd, On or near Pentre Palla
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651LP, W00Q99, Parc a'r Mynydd, On or near Maes Y Mynydd
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AQ, W00Q99, Trearddur, On or near Porth Diana Lane
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AQ, W00Q99, Trearddur, On or near Porth Diana Lane
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AQ, W00Q99, Trearddur, On or near Ravenspoint Road
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652YY, W00Q99, Trearddur, On or near Lon Penrhyn Garw
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AQ, W00Q99, Trearddur, On or near Porth Diana Lane
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AQ, W00Q99, Trearddur, On or near Porth Diana Lane
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AQ, W00Q99, Trearddur, On or near Porth Diana Lane
Vehicle crime: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AQ, W00Q99, Trearddur, On or near Porth Diana Lane
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AQ, W00Q99, Trearddur, On or near Porth Diana Lane
Violence and sexual offences: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652SX, W00Q99, Trearddur, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652SX, W00Q99, Trearddur, On or near Rhodfa Gwilym
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652TW, W00Q99, Trearddur, On or near Trearddur Court
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652UR, W00Q99, Trearddur, On or near Lon Isallt
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652US, W00Q99, Trearddur, On or near Parc Isallt
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652YW, W00Q99, Trearddur, On or near Hunters Chase
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652TJ, W00Q99, London Road, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652TJ, W00Q99, London Road, On or near Shopping Area
